airline_sentiment,sentiment_confidence,text,clean_text
negative,1.0,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg
neutral,1.0,"@JetBlue #flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate.","#flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate."
negative,1.0,@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.,And there is no direct phone number for status match desk? I really regret Flight Booking Problems with now.
neutral,0.6325,@united where's the crew for ua748?,where's the crew for ua748?
positive,1.0,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,got back eventually! Was a rollercoaster. Once I got to the airport & got to speak to someone things got fixed very quick.
negative,1.0,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,: You Make the Reservation; We'll Make the Excuses! #usairwaysfail
negative,1.0,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?
negative,0.6421,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me
negative,1.0,@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!,your maint delay left us stuck in den!! Flight 1080. Been on plane for 7 hrs. Stop flying broke french planes!
neutral,1.0,@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl,Flight 1512 (N924AN) departs enroute to
negative,1.0,@JetBlue At what time?  All these passengers were sitting on a hot plane with no air and no communication for over 2 hours. Just wrong,At what time? All these passengers were sitting on a hot plane with no air and no communication for over 2 hours. Just wrong
neutral,0.3421,"@USAirways btw, not upset at usaiways, promise.","btw, not upset at usaiways, promise."
neutral,1.0,"@SouthwestAir it is working on a different device, though. Any help is appreciated.","it is working on a different device, though. Any help is appreciated."
neutral,1.0,@SouthwestAir 10 revenue flights since the beginning of 2015?,10 revenue flights since the beginning of 2015?
neutral,0.6413,@united sent,sent
negative,1.0,@SouthwestAir and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455,and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455
positive,1.0,@JetBlue thanks. I appreciate your prompt response.,thanks. I appreciate your prompt response.
negative,1.0,@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.,Ill never fly you again due to the emotional & financial stress you have caused me because of one of your staff members errors.
negative,1.0,"@USAirways was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss","was on hd for 1hr and 3min at 3:00am since my flgt from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss"
negative,0.6947,@JetBlue Why close prechk at 8PM on a Sunday at JFK?  #annoying,Why close prechk at 8PM on a Sunday at JFK? #annoying
positive,0.6777,@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz,now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz
negative,1.0,@USAirways no your not!,no your not!
positive,1.0,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.,. you've got a mess here at DTW but your staff is doing great.
positive,1.0,@SouthwestAir just did last night. Thanks for following up. :),just did last night. Thanks for following up. :)
negative,1.0,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice,where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice
negative,1.0,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst
negative,1.0,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?","why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?"
neutral,1.0,@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.,- don't be jealous. I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.
negative,1.0,"@JetBlue flying out of BUF 2 BOS, missing captain... Really? Delayed til 2:00... Not happy...","flying out of BUF 2 BOS, missing captain... Really? Delayed til 2:00... Not happy..."
negative,1.0,@united overbooked by FIFTY people?!? the worst.,overbooked by FIFTY people?!? the worst.
negative,1.0,@USAirways on hold 2 hours 54 minutes. What's going on?,on hold 2 hours 54 minutes. What's going on?
negative,1.0,@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.,you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.
negative,0.6768,@SouthwestAir when will you be accepting reservations past August 7?,when will you be accepting reservations past August 7?
negative,1.0,@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,is I can't make changes on the website am I still charged 25 dollars for using phone
neutral,1.0,@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.,such a bummer. But I understand it's a business deal. Thanks for answering me! Much less sad now.
negative,1.0,@united can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You've Cancelled Flightled 3 flights on me.,can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You've Cancelled Flightled 3 flights on me.
neutral,1.0,"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference","I'd like the 11c I originally tried for - again, happy to pay the difference"
neutral,1.0,@JetBlue lmfao.,lmfao.
negative,0.6632,Includes @KCIAirport “@SouthwestAir: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil”,Includes “: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available:
negative,0.6951,@JetBlue My Flight 1318 is delayed and I am connecting from Boston. Is it possible to switch me to Flight 118 so I can make my connection?,My Flight 1318 is delayed and I am connecting from Boston. Is it possible to switch me to Flight 118 so I can make my connection?
negative,0.6724,".@JetBlue ooookay @ABC that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars",". ooookay that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars"
negative,1.0,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??
neutral,0.653,@VirginAmerica If only you guys had flights from CMH.,If only you guys had flights from CMH.
neutral,1.0,@AmericanAir are pets allowed in first class?,are pets allowed in first class?
negative,1.0,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,been on hold for >30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?
negative,1.0,"@AmericanAir long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader doesn't work","long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader doesn't work"
negative,1.0,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm","can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm"
negative,1.0,@united stuck on Tarmac for the last hour. Can I have a beer?,stuck on Tarmac for the last hour. Can I have a beer?
negative,1.0,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!,Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
negative,1.0,@united Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help,Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help
negative,1.0,@AmericanAir you Cancelled Flightled my flight tomorrow (without telling me) and I want to rebook-please help me book a new flight! What # can I call?,you Cancelled Flightled my flight tomorrow (without telling me) and I want to rebook-please help me book a new flight! What # can I call?
negative,0.6752,@united What is your phone number. I can't find who to call about a flight reservation.,What is your phone number. I can't find who to call about a flight reservation.
negative,1.0,@united 100. % failure in 2015 #UnitedAirlines,100. % failure in 2015 #UnitedAirlines
negative,1.0,@SouthwestAir well my mom called earlier and you guys had her on hold for close to an hour,well my mom called earlier and you guys had her on hold for close to an hour
neutral,1.0,@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.
negative,1.0,@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha,your checkin is lame for business. Really last seat? I have broad shoulders haha
negative,1.0,@united already missed  connection ugh,already missed connection ugh
negative,1.0,@AmericanAir Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.,Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.
negative,1.0,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.","See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr. After we boarded, there was a defibrillator issue."
positive,1.0,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉,So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉
negative,0.6559,"@united Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?","Got rebooked on AA. One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?"
negative,1.0,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies,Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
neutral,1.0,"@USAirways got transf. to Dividend Miles...need to change flight.  Grandma just passed, need to change ticket ASAP. Update on wait time?","got transf. to Dividend Miles...need to change flight. Grandma just passed, need to change ticket ASAP. Update on wait time?"
negative,1.0,"@AmericanAir today, after 6 yrs., no longer my preferred airline.","today, after 6 yrs., no longer my preferred airline."
neutral,1.0,"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”

C'mon fam😭😭 just. No. Ok?",“: Our fleet's on fleek. C'mon fam😭😭 just. No. Ok?
negative,1.0,@AmericanAir improve Envoy's performance.  5th trip through ORD in 2015 I've been delayed for hours because of Envoy.  I could drive faster!,improve Envoy's performance. 5th trip through ORD in 2015 I've been delayed for hours because of Envoy. I could drive faster!
negative,0.6667,@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport,please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport
negative,0.6608,@JetBlue U said 15mins to Take Off and now we were told 1hr more delay &amp; possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated,U said 15mins to Take Off and now we were told 1hr more delay & possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated
negative,1.0,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac,I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac
positive,1.0,@VirginAmerica thank you,thank you
neutral,1.0,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,Results Handily Exceed Forecasts -
negative,1.0,@united idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber,idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber
positive,1.0,@AmericanAir would also like say kind move on adding the points !,would also like say kind move on adding the points !
positive,1.0,@JetBlue thank you for help and quick response,thank you for help and quick response
negative,1.0,"@united - vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless","- vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless"
negative,1.0,@USAirways are people going to answer our calls?,are people going to answer our calls?
negative,1.0,.@USAirways Have you just given up?,. Have you just given up?
negative,1.0,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.,if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.
negative,1.0,"@USAirways suggest you failures make a HUGE donation to @the_USO  Charlotte, NC as THEY provided GREAT customer service today, unlike you.","suggest you failures make a HUGE donation to Charlotte, NC as THEY provided GREAT customer service today, unlike you."
negative,1.0,@SouthwestAir My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high,My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high
neutral,0.6739,@USAirways I’d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.,I’d suggest proper information dissemination to all staff on a more timely & relevant schedule to prevent this in the future.
negative,1.0,@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢,is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢
negative,0.6528,"@JetBlue When I arrived at the airport, I was told my ticket had been refunded because my name had a fraud alert.","When I arrived at the airport, I was told my ticket had been refunded because my name had a fraud alert."
negative,0.6299,"@united @baldordash Rebooked,arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!","Rebooked,arrived 8 hours Late Flightr. Last year 9 hrs to San Diego and the no inflight entertainment!"
negative,1.0,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO
negative,1.0,"@AmericanAir already spoke to that line, unwilling to help - really poor support #hitawall","already spoke to that line, unwilling to help - really poor support #hitawall"
negative,1.0,@AmericanAir We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.,We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.
negative,1.0,@USAirways Thank you. The website crashing for me.,Thank you. The website crashing for me.
negative,1.0,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.,Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.
positive,0.6635,@JetBlue Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward,Hawaii! Get me somewhere warm & I can find some good to do. #FlyItForward
negative,0.7024,"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!","Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!"
negative,1.0,"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!","Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!"
negative,1.0,@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!!
negative,0.6955,@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!,got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!
negative,1.0,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy,You guys are screwing up my trip. Thanks for nothing. #lazy
negative,1.0,@united Thanks for the vague canned response that doesn't address the issue!,Thanks for the vague canned response that doesn't address the issue!
positive,1.0,@JetBlue You definitely will!,You definitely will!
positive,1.0,@JetBlue thanks! Calling right now!,thanks! Calling right now!
negative,1.0,@JetBlue I just submitted feedback for you @gripeo. Not a good way 2 handle baggage or customers: http://t.co/F6COpX1Fvj,I just submitted feedback for you . Not a good way 2 handle baggage or customers:
positive,1.0,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,thanks for the epic service on 863- always a pleasure- outstanding crew
positive,0.6803,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,I don’t use Passbook =/ I still love you though <3 :) I’ll just use my email in the future.
negative,1.0,@JetBlue hopefully this flight Seattle to Boston 2pm will have wifi. Our first one did not and we had to entertain ourselves! #lizaapproved,hopefully this flight Seattle to Boston 2pm will have wifi. Our first one did not and we had to entertain ourselves! #lizaapproved
negative,1.0,@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting,Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting
neutral,0.6876,"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice","are you looking for European Flight attendants for Paris or Frankfurt? Best, Fabrice"
positive,0.3482,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback
negative,1.0,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,. in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.
negative,1.0,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...","Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am..."
negative,0.3469,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.
negative,1.0,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone,It's very difficult to work with Baggage claims when they don't answer the phone
neutral,1.0,@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?,I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?
negative,0.6628,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??","- tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
positive,1.0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday
positive,1.0,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),Awesome thanks! Thanks for the quick response. You guys ROCK! :)
neutral,1.0,@JetBlue can I switch my seat for my trip on Sunday?,can I switch my seat for my trip on Sunday?
positive,0.6768,@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.,Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.
positive,1.0,@USAirways no problem.  Things worked out at airport.   Thanks!,no problem. Things worked out at airport. Thanks!
positive,1.0,@SouthwestAir Thank you. Great tool,Thank you. Great tool
negative,1.0,"@USAirways Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion.","Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion."
positive,1.0,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,here in Austin I saw the water bottles & snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
neutral,1.0,@united In Ethiopia adopting a child.  Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation),In Ethiopia adopting a child. Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation)
negative,1.0,@AmericanAir a phone call or email when you Cancelled Flight a flight would be lovely.,a phone call or email when you Cancelled Flight a flight would be lovely.
negative,0.6765,"@AmericanAir and it gets better...other passengers rebooked direct on other airlines. #whereisthelove 
#whybeAAFF?",and it gets better...other passengers rebooked direct on other airlines. #whereisthelove #whybeAAFF?
negative,1.0,@AmericanAir has been almost a month and still no response to my online complaint/questions. Out $300 because of it.,has been almost a month and still no response to my online complaint/questions. Out $300 because of it.
negative,1.0,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage","poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage"
neutral,1.0,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,Need more info on that! : We have great amenity kits. PJ's not included. We status match AA. ^KP”
negative,1.0,"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated","my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated"
positive,0.6593,@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!,my return flight is scheduled on Wednesday; AA138 I believe. Thanks for the help!
negative,1.0,@SouthwestAir almost bumped me off my flight to HRL when I was 20 minutes early then your staff was rude when I asked what was the problem?,almost bumped me off my flight to HRL when I was 20 minutes early then your staff was rude when I asked what was the problem?
negative,1.0,@USAirways Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.,Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.
neutral,1.0,"@SouthwestAir Ahhhh! Sorry, just followed.","Ahhhh! Sorry, just followed."
neutral,0.6735,@JetBlue I would love to Fort Lauderdale now that would cool.,I would love to Fort Lauderdale now that would cool.
neutral,0.6516,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?","Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?"
neutral,0.6809,@americanair I sure do. I'm running version 3.10.0,I sure do. I'm running version 3.10.0
negative,1.0,@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?,any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?
neutral,1.0,@JetBlue by any chance do u offer fresh guacamole on your flights,by any chance do u offer fresh guacamole on your flights
neutral,1.0,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!,how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!
negative,1.0,@united error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2),error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2)
negative,1.0,@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!,. Death of a dear friend has me heart broken but #AmericanAirlines has me heated!
negative,0.7171,@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required,a report was filed with the airport police on 11th and 12th February-I have the police case number if required
negative,0.6722,@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺,done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺
neutral,1.0,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,What happens when you combine Top Chef & the beauty of San Miguel de Allende. My Late Flightst food blog.
negative,1.0,@united U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT,U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT
negative,1.0,@united hey! DM not working. UA 307!,hey! DM not working. UA 307!
neutral,0.6845,"@SouthwestAir I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?","I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?"
negative,1.0,"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?","humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?"
positive,1.0,@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!
negative,1.0,@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.,there's an hour wait here for reFlight Booking Problems in line at Omaha.
neutral,1.0,@JetBlue Ok and in Dominican Republic what numbers?,Ok and in Dominican Republic what numbers?
negative,0.6642,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.","nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus."
negative,0.7069,@united no it weighed 45.5 and it was the only checked bag,no it weighed 45.5 and it was the only checked bag
negative,1.0,@united If you have had any issues with  United Airlines PLEASE retweet. Paid for a full fight ticket and was given a standby instead.,If you have had any issues with United Airlines PLEASE retweet. Paid for a full fight ticket and was given a standby instead.
negative,0.6906,@SouthwestAir not letting me DM. # is FSZ4YO,not letting me DM. # is FSZ4YO
negative,1.0,@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme
positive,1.0,@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue,I was so excited when I saw that you fly there! #ionlyflyblue
negative,1.0,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""","i tried all day. Have been disconnected due to ""heavy call volume."""
negative,1.0,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United
negative,0.67,@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁
neutral,1.0,"@SouthwestAir Is there any way to add a Known Traveler Number to an existing reservation online?  If not, why not?","Is there any way to add a Known Traveler Number to an existing reservation online? If not, why not?"
neutral,1.0,@united any updates with the DOT looking at the united fares from London to the US from last week?,any updates with the DOT looking at the united fares from London to the US from last week?
negative,0.6389,"@AmericanAir when will there be wifi on the DCA-STL route?  2 hour flight, could use some love!","when will there be wifi on the DCA-STL route? 2 hour flight, could use some love!"
negative,1.0,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""...","Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""..."
neutral,0.6667,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?,Will Flight 2155 that arrives at E11 be a penguin plane?
negative,1.0,@USAirways at which point in told they have sold my voucher because I wasn't fast enough,at which point in told they have sold my voucher because I wasn't fast enough
neutral,0.6639,@JetBlue @BucketObolts Same,Same
neutral,0.6632,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂,“: Our fleet's on fleek.
negative,1.0,@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.,took our BOS to BWI plane for a flight to StL and promised a replacement 1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.
negative,1.0,@USAirways so disappointed. Least you could do is give us access to admirals club for an hour before our flight to our wedding!,so disappointed. Least you could do is give us access to admirals club for an hour before our flight to our wedding!
negative,0.7125,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,when and why was flight 4471 from MSP Cancelled Flighted this AM?
neutral,0.6582,@JetBlue minutes to spare.,minutes to spare.
negative,1.0,@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!,I DMed you my AA & phone #s & you can't have someone call me? What was the point of your response? You didn't resolve anything!
