airline_sentiment,sentiment_confidence,text,clean_text
negative,1.0,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",customer service line say experience high call volume spontaneously hangup person ?
negative,0.6669,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",absolutely miss connection cause u miss ferry vieques get u vieques also flight voucher prbound
neutral,1.0,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,greeting ua club member idea use air canada lounge yvr fly ua tomorrow
neutral,1.0,@SouthwestAir did you pick the winners for the #DestinationDragons ?? #87yearsLate Flightr #maybeijustlost #whyyounoloveme,pick winner destinationdragons ? ? yearslate flightr maybeijustlost whyyounoloveme
negative,0.6611,"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.",mdw san like flight watch free tv work will_not_hardly access website include
negative,1.0,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch",redeem point package magically go time finally get felt like baitandswitch
negative,0.7109,@USAirways doesn't want me to get home,does_not_want get home
neutral,0.6821,@JetBlue nope. Currently sitting at my gate.,nope currently sit gate
negative,1.0,@united i did but i got nothing from it. Just dissapointment =(,get nothing dissapointment
negative,1.0,"@united in other words... sorry, not sorry.  Plenty of other airlines... and I travel A LOT.",word sorry not_sorry plenty airline travel lot
negative,1.0,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,might possibly worst airline ever ! think time brush up customer service ! sorude
negative,0.6737,@USAirways and I can't get through on any phones,cannot_get phone
neutral,1.0,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2",thank may already respond uxzj
positive,1.0,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,thank ! finally make destination
neutral,1.0,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,name tailfin ?
negative,1.0,@AmericanAir AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor.,aa cancel flightled flight without courtesy notify u alternative ? very poor
negative,1.0,"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",everyone deserve red carpet tx destroy luggage amp give voucher like want fly w !
negative,0.6818,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs,nice aa employee make skillful excuse late flightness due catering snafu
negative,1.0,@USAirways Need help with a flight. Weather + funeral = tough combination. On hold for over an hour. Please?,need help flight weather funeral tough combination hold over hour please ?
negative,1.0,"@AmericanAir so if your genuine, give me your opinion  on what occurred last night 445 fly  from phl, to mia. No assistance at airport",so genuine give opinion occur last night fly phl mia no_assistance airport
negative,1.0,@USAirways big problem!!! Fll to clt then got off on clt but my fly to gso is Cancelled Flightled had to rent a car to get to my pops funeral,big problem ! ! ! fll clt get off clt fly gso cancel flightled rent car get pop funeral
negative,1.0,@USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service,yes go pick up pay cab ride very rude employee poor customer service
positive,1.0,"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)",thanks guy get head milan wednesday so big week aa family
negative,1.0,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous,try get book reservation system will_not_let day ridiculous
negative,0.6519,"@USAirways do families no longer get early boarding with young kids?  American, your new parent, gives it to us...",family no_longer get early boarding young kid ? american new parent give u
negative,1.0,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,stand still ! no_pilot paperwork fix over min ! problem fix min ago flight delayed !
neutral,0.6684,"@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end.",guy must swamp even take corporate travel long time get everything work out end
positive,0.7,@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC,one heck airline
positive,1.0,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,love music blast gate boston wait flight sanfrancisco could get iced coffee !
negative,1.0,@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?,somehow dfw mia get bump b way g ? up ?
neutral,1.0,@USAirways can you priv chat to help chairman reroute,priv chat help chairman reroute
negative,1.0,@USAirways not patient - originally 11:51 and now 4:41.,not_patient originally
negative,1.0,"@AmericanAir @americanairlines #BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",bqonpa flight delay po mia miss mia atl need seat last flight atl
negative,1.0,@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.,app nonsense flight cancel flightation yesterday was_not_able use app kiosk today hour long line
neutral,0.6742,@united I will give it a couple more weeks. Thank you.,give couple week thank
positive,1.0,@VirginAmerica wow this just blew my mind,wow blow mind
neutral,0.6761,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",understand tough no_way get airport w serious risk accident steep price
negative,1.0,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,flight clt phl st list someone else get spot rude employee coach wouldt give id say cute red head
negative,1.0,Spend 1 HOUR on hold with @USAirways .,spend hour hold
negative,1.0,@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.,year fly never_been so piss off many incident one flight
negative,1.0,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.,happen ? really confuse st content come screen technology forward unite
negative,0.3398,@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,try mileage program historically lifeline u world hungry traveler moderate mean
negative,1.0,"@united Flight is awful only one lavatory functioning, and people lining up, bumping, etc. because can't use 1st class bathroom. Ridiculous",flight awful one lavatory function people line up bump etc cannot_use st class bathroom ridiculous
negative,1.0,@AmericanAir still waiting for a flight... I should get my money back,still wait flight get money back
negative,1.0,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!,need accommodate loyal customer not_happy !
negative,1.0,@AmericanAir how can I when system always hangs up on me?,system always hang up ?
neutral,0.6372,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today,unitedairlines will_not_wait min fam w yr old connecting flight leave early instead airport plane last stop today
neutral,1.0,"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200",embassy suite woodland park drive herndon virginia u
neutral,0.3608,"@JetBlue Left my coat on flight 453 this morning in overhead bin.  Reported seat 12A, but I was 11A.  Thx.  Ticket 2792125083854",leave coat flight morning overhead bin report seat thanks ticket
positive,0.6546,@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl,gary serve u fll airport counter really true blue ! make feel home even jetblue flight delayedl
positive,1.0,@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴,love sw forever grinning_face_with_big_eyes two_hearts smiling_face_with_heart eye right_arrow_curving_up right_arrow_curving_up
negative,1.0,@united they have access to the dial that makes it faster do they?,access dial make faster ?
negative,0.6546,@USAirways a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.,member staff phl give u excellent customer care shame could_not_be say past hour
negative,0.6625,"@USAirways No need for apologies just an unfortunate situation . There is no up date, I've landed but was suppose to land at 5",no_need apology unfortunate situation no_up date land suppose land
positive,1.0,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,rock make so watch oscar flight ! ! redcarpet oscar oscar
neutral,0.6632,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,nice see expand texas do_not_forget u sandiego would love see flight out !
positive,1.0,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,no_worries time fly terminal take off thanks !
negative,1.0,@USAirways yes but lost a whole day.  Frustrating!!  #poor customer service,yes lose whole day frustrate ! ! poor customer service
negative,1.0,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,way true remind flight staff check even indicate meal prefer reservation ?
negative,1.0,@USAirways NEVER AGAIN! Worse experience in my life. http://t.co/3dDQq0gQni,never_again ! worse experience life
negative,0.6661,@united well that's big of you but I don't have terribly high expectations at this point.,well big do_not_have terribly high expectation point
positive,0.678,@SouthwestAir show me some love and a companion flight~please and thank you!,show love companion flight please thank !
positive,0.6838,@JetBlue Ok. Thanks for your help.,ok thanks help
positive,1.0,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly.",major issue get out boston crew exceptional let u see thing roll out philly
positive,1.0,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,jason gate san make afternoon ! ! ! southwestairlines stellarservice thanks !
positive,1.0,@united thank you! Love united!! Have 4 flights today!,thank ! love unite ! ! flight today !
neutral,1.0,@united @annricord January 15th.,january th
negative,1.0,"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this.",top csr go ahead hang up call united discus
positive,0.6551,@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed,thanks info figured case hopefully new hashtag change abcletjetbluestreamfeed
neutral,0.6915,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?,key point confusion whether make change even though initial flight book problem u airways metal ?
positive,0.6366,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse,thanks personalize customer service ! cannedtweet autoresponse
positive,1.0,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,staff rather efficient get u solution freak out little limbo air
negative,1.0,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.,ability switch flight cannot_tell bag
positive,1.0,@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.,thank know ya cannot_control weather appreciate ya work get flight rebooked last two day
positive,1.0,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",thanks ! lol ! ua wait u per tail number ua
negative,0.6304,@united I'm asking if you can simplify the communications- thx,ask simplify communication thanks
positive,1.0,"@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it.",was_not_frustrating ! well not_in way relate flightd anyway impressed make
positive,0.6959,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",chair selfie everyone look flawless so proud phl crew ! blueheros
neutral,0.6722,@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids,gate agent club staff get priority standby next so might minor disaster travelingwithsmallkids
negative,1.0,@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong,den phx flight tomorrow cancel flight ask overnight nite lax sna tell not_without pay wrong
neutral,1.0,@AmericanAir do you still use DC9's?,still use dc ?
neutral,1.0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,share up q result
neutral,1.0,@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow,hey guy dmed question mile upgrade post earn hope use tomorrow
positive,0.7026,@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,pair ticket wait sport practice ? live definitely know !
negative,1.0,"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines.",help ? wrong stuck florida day need learn real airline
negative,1.0,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!,do_not_fly unite checked baggage ! never_find !
negative,0.6667,@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip,hook u up get u tampa flight cancel flightled morning grateful businesstrip
neutral,1.0,"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!",well fly huntsville al would take either nashville birmingham too !
positive,0.6634,@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,make fly fun ! flight crew lead plane sing happy birthday one guy ! luvintheair
negative,1.0,@AmericanAir I've been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.,try reach customer service two day receive zero response never_traveling aa
negative,1.0,@united trying to get a customer service agent.  Just landed in SFO.  Can't fly with 3 layovers with 3 kids!!,try get customer service agent land sfo cannot_fly layover kid ! !
negative,1.0,@JetBlue You mean take more of my time to write you a physical letter because the fraud department doesn't have email or telephones. Right?,mean take time write physical letter fraud department does_not_have email telephone right ?
negative,1.0,"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :(",thankfully lounge next door really not_impressed oneworld partnership
neutral,0.6475,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!",even multiplier ticket price still never_equal amount mile travel even transatlantic flight !
negative,1.0,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?,try talk dividend mile rep day hold over hour day option ?
negative,1.0,@JetBlue @ZKatcher @bretharold does it look like to we talked to customer service? http://t.co/vYUAnh4Iqr,look like talked customer service ?
positive,1.0,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,flight attendant super helpful find bag leave flight today excellent customer service name fit
positive,1.0,@SouthwestAir can't wait! Thanks for the response!❤️,cannot_wait ! thanks response ! red_heart
neutral,1.0,@JetBlue I would go to Italy to visit my relatives and see the house my dad left when he passed.,would go italy visit relative see house dad leave pass
negative,1.0,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?",does_not_charge ticket change fee not_incur mysterious cost incur ?
negative,1.0,"@USAirways thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1",thanks nothing buy two tix disney friend cannot_go eat plus new
positive,0.3388,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",not_just refund u vacation get free room night make up make u sleep dia
negative,1.0,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy",flt hr late flight baggage hr see deliver suitcase wet inside amp out nothappy
neutral,0.6953,@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.,submit status match last week have_not_heard back delta customer look switch united please assist
neutral,0.631,@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?,web site request refund cancel flightled flight require numerical document number get ?
negative,1.0,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,baggage fee waive premier member please see jp point membership ?
negative,1.0,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,refund request functionality break get time out error
neutral,1.0,@JetBlue Just sent it,sent
negative,1.0,@SouthwestAir : This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,second time row have_not_received text update flight time change do_not_offer will_not_use
negative,1.0,"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!",love airline hate website try book ticket w mile w out absolute joke need lot work !
neutral,1.0,@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,unitedairlines way ord abq anytime within next hour ?
negative,1.0,"@united please explain why I need to pay bag fees twice, equally $1200, because a delayed flight resulted in bags being rechecked overnight?",please explain need pay bag fee twice equally delayed flight result bag rechecked overnight ?
neutral,1.0,@AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,know probably no_but way get cheaper airfare ticket flight leave hour ? folded_hands
neutral,1.0,@united Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?,chance allow reflight book problem yet travel out denver weekend due impend storm ?
negative,1.0,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc",mr way think id detail extravaganza dobetter please
negative,1.0,@united bags are still in Houston since Friday and still have not been reimbursed the baggage fee.,bag still houston since friday still have_not_been reimburse baggage fee
negative,1.0,@united Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,flight originally suppose leave pm amp will_not_leave nd time happen
negative,0.7058,@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,would helpful could refresh boarding time info board pass delay flight
negative,1.0,"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch",no_consistency denver agent say no_standby checked baggage cite faa website policy say otherwise time switch
negative,1.0,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox.",ask new colleague handle u february expect make whole check complaint inbox
positive,0.6413,@SouthwestAir thank you!,thank !
negative,1.0,@united - are you aware your airbus fleet sucks?  I'd rather fly a C-130 full of rubber dog shit.,aware airbus fleet suck ? would rather fly c full rubber dog shit
negative,1.0,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",still do_not_have bag clt airport originally tell would pm
negative,1.0,@AmericanAir Any reason why my 1463 flight to Chicago is boarding and I still don't have a seat assignment? Seriously?,reason flight chicago boarding still do_not_have seat assignment ? seriously ?
negative,0.6768,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?,send off plane ? anyone jetblue clue ?
neutral,1.0,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr,amp plane grandcayman
positive,1.0,@VirginAmerica got it. All set - Thanks!,get set thanks !
neutral,0.3505,"@united @scotthroth scott, need a good book suggestion?",scott need good book suggestion ?
negative,1.0,@AmericanAir not to mention its a three hour wait to get an agent on the phone.,not_to mention three hour wait get agent phone
negative,1.0,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,sit plane unreal day nightmare end ?
negative,0.6898,@USAirways what's the issue with flight 4420 from jax being delayed tonight?,issue flight jax delay tonight ?
neutral,1.0,@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,sector whereby say bag no_bag allowance international flight ?
negative,1.0,@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request,hour late flightr still no_email work supervisor need documentation approve last minute vacation day request
neutral,1.0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE,ceo battle appease passenger wall street waterbury republican american
negative,0.6753,@AmericanAir So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers....,so plot thickens plane no_ground crew get u off gate apparently weather large number
positive,1.0,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,definitely compliment ! really thought bag lose send another airport end happy customer
negative,1.0,@united if I miss the #Oscars I'll never fly united again,miss oscar never_fly unite
negative,1.0,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,kid fly do_not_hire people do_not_care guy jetblue
neutral,1.0,"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",save check snowboard ? try check morning website want ! prem gold
negative,0.6712,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,toe whether go make flight back boston tonight
neutral,1.0,"@united Hi again, any updates here?",hi update ?
negative,1.0,@JetBlue the big board says we aren't leaving until after 8:30 😩,big board say are_not_leaving weary_face
negative,1.0,@AmericanAir if it I have not rebooked didn't get notified that it was Cancelled Flightled,have_not_rebooked did_not_get notify cancel flightled
positive,1.0,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,awesome customer service rdu snuck wife warm cookie thanks !
negative,1.0,"@JetBlue we tried. They're not at all helpful. Terrible customer service, at this airport, at least.",try are_not_at helpful terrible customer service airport least
negative,0.6678,@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07,patient agent explains book new flight plane does_not_arrive
negative,1.0,"@united if your policy changed, you must advise at the time of purchase.  Same if you choose to vary it by airport!  We want a FULL refund!!",policy change must advise time purchase choose vary airport ! want full refund ! !
negative,1.0,@AmericanAir no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information,no_i expect higher level customer service amp flight crew give u accurate information
negative,0.6463,@SouthwestAir TSA Pre isn't showing up on my boarding passes and I've followed all of the steps. Please help.,tsa pre is_not_showing up board pass follow step please help
negative,1.0,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.,rude grouchy agent dull check get hour trip off lousy start need nap something
negative,1.0,@united the worst customer service in Denver.,worst customer service denver
negative,1.0,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out.",hr late flightr no_human interaction end up ing completely new flight so last flight out did_not_sell out
neutral,1.0,@united I have.,
negative,1.0,@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off,maybe announce delay so do_not_sit plane runway hour take off
negative,1.0,"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell.",check agent would_not_tag bag stand line hell
negative,1.0,@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway,try use twitter also give no_helpful information thank anyway
positive,0.6912,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,netneutrality nice see prioritize internet traffic stream service over web site !
neutral,1.0,@VirginAmerica @madbee95 check the website before you go to the airport!,check website go airport !
neutral,0.676,@SouthwestAir I never got my flight confirmation. I've been on hold for an hour and I can't get info online. What am I to do?,never_got flight confirmation hold hour cannot_get info online ?
negative,1.0,@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare,do_not_you guy email address ? put next available flight ohare
neutral,1.0,@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.,standby connect flight st list nudgenudge tell four slot open save please
negative,1.0,"I will, if you can show me where this new program is beneficial to your longstanding loyal consumers... @united",show new program beneficial longstanding loyal consumer
negative,1.0,@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed,well say cancel flight pa system guess try get plane boston not_a confirm
positive,1.0,@JetBlue's flight Flight Booking Problems experience is pretty great!,flight flight book problem experience pretty great !
negative,1.0,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",wait flight ! jfk h ! ! newyork viracopos americanairlines
neutral,1.0,@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,know new route hou aruba amp puerto vallarta available ?
neutral,1.0,@united done,do
negative,1.0,"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham.",customer service so bad update point use next point will_not_be fly point system almost sham
negative,1.0,@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣,hour half come back damage not_happy persevering_face
neutral,0.6919,@united all day travel. #swag #ijustwanttosleep,day travel swag ijustwanttosleep
positive,1.0,@united thank you so much. How will you be able to contact me?,thank so much able contact ?
negative,1.0,@USAirways is the worst airline I’ve ever flown on. You guys have treated me like garbage today.,worst airline ever fly guy treat like garbage today
negative,1.0,@AmericanAir I’ve been on the line waiting for 40 minutes again.,line wait minute
negative,1.0,@SouthwestAir could you add me to that list? Been on hold for an hour 15,could add list ? hold hour
positive,0.6889,@united you suck. @SouthwestAir you're the best.,suck best
negative,1.0,@SouthwestAir I left my iPad on my flight 1831 from ERW to DEN. I opened claim 442998. It has so many memories on it. Plz help get it back.,leave ipad flight erw den open claim so many memory plz help get back
negative,1.0,"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",go airline not_so much ! ! say care see not_so much ! right suck ! !
negative,1.0,@united I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,over evry st flight take w delay amp evry nd time so missed evry time lastflightofthenight breakup
negative,1.0,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.,yeah is_not_helping bag ship correct city first time probably would help
negative,0.3505,@JetBlue your gif game is strong.,gif game strong
positive,1.0,@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior,travel injured gate agent chicago awesome help ty roadwarrior
neutral,1.0,@AmericanAir check your DM please,check dm please
neutral,1.0,@united  RES # 0167560070877     Fsqthg   Thanks,re fsqthg thanks
negative,1.0,@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.,stuck ord unite cannot_find airplane lol upset terminal right
negative,0.6832,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,use another browser ! amp brand reputation build tech response does_not_have cross browser compatible website ?
negative,1.0,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",complimentary hotel voucher bs ! night crappiest hotel ever ! would_not_wish worst enemy !
negative,0.6692,@AmericanAir Thank you for the acknowledgement. The IFE didn't work all that well anyway so maybe time to upgrade to lower profile system.,thank acknowledgement ife did_not_work well anyway so maybe time upgrade lower profile system
negative,0.6954,STOP @JetBlue,stop
negative,1.0,@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.,delay three time finally board wait minute tell plan completely power down
negative,1.0,"@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow.",hi try speak someone book travel minor phone keep disconnect please advise website will_not_allow
neutral,0.6762,"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?",empty first class seat flight check would_not_i automatically upgrade ?
negative,1.0,"@AmericanAir too Late Flight now. Boarded, exit rows taken. Could not have gotten worse. Guy next 2 me should've bought 2 seats. #miserablemorning",too late flight board exit row take could_not_have gotten worse guy next buy seat miserablemorning
negative,1.0,@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver,guy suck delay flight cannot_hold connector minute ? ? ? worstairlineever
negative,1.0,@AmericanAir: my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?,brother flight dfw cancel flightled yesterday fly ont dfw today ?
negative,0.6571,@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(,fly somewhere warm ? tire snow !
negative,1.0,"@USAirways No. Just felt that you could do better in making the emails feel a little less of “We don’t care. We’re automated.""",no_just felt could better make email feel little less do_not_care automate
negative,1.0,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,stick sju several hour no_one answer really tough love sw no_response bad
positive,1.0,@USAirways Absolutely!! The staff was amazing!!,absolutely ! ! staff amaze ! !
negative,1.0,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?,happen flight fll sfo ? delay reroute ?
negative,1.0,@SouthwestAir My 11AM was canned. I empathize. But I think your Team has lost the right to be capitalized. It's a lowercase team day.,can empathize think team lose right capitalized lowercase team day
neutral,0.663,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?,someone please explain process happen property find plane passenger leave heathrow ?
positive,1.0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,absolute best team customer service ever every time fly delight thank !
negative,0.6458,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail,suck pas saving u ! usairwaysfail
negative,1.0,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,help need ! complaint ticket passenger no_available seat schedule leave late flightr today
